# k | P(k), new model with metallicity | P(k), old model.
# Units are Mpc^-1 for k and Mpc^3 * Jy^2 / sr^2 for both P(k).
# For tobs = 40 0000h.
3.049644 1183113.745775 641421.365387
3.070460 1176820.204221 646165.655935
3.091277 1192706.221491 650382.783117
3.112094 1180613.723994 641096.348840
3.132910 1184105.056282 639525.893267
3.153727 1174696.037803 637603.503142
3.174544 1179966.671874 631194.240808
3.195360 1172022.881508 628838.110381
3.216177 1165805.127333 623836.964377
3.236994 1173981.291704 647003.928120
3.257810 1168757.101510 634223.326432
3.278627 1178641.673221 626255.886276
3.299444 1177567.382055 625263.713073
3.320260 1170195.778496 625833.518471
3.341077 1158405.127698 606268.917446
3.361894 1170279.634269 616507.901405
3.382710 1161658.297006 608184.781189
3.403527 1146444.633348 617271.909395
3.424344 1155060.904950 608716.124098
3.445161 1167889.350668 611197.032840
3.465977 1154002.004573 611748.092055
3.486794 1146146.766486 602485.625341
3.507611 1161688.142401 610247.780602
3.528427 1153365.007402 604883.270330
3.549244 1143953.538517 607078.072762
3.570061 1145711.199727 590433.039961
3.590877 1120607.961675 601274.852224
3.611694 1138592.810772 614589.318057
3.632511 1130202.040398 598950.490239
3.653327 1138523.298804 596154.154650
